text    labels
小 森 已经 被 老婆 抢走 ， 我 准备 弄 台马 三 备用 代步 了 。 小巧 漂亮 还 便宜 。 虽然 很 担心 内饰 污染 和 装配 工艺 以及 国产 钢材 的 强度 ， 但是 合资 真的 很 实惠 啊	内饰|价格
18 款 2.0 配置 增加 不少 ， 大 灯 ， 中控 仪表盘 ， 中间 彩色 小 屏幕 也 换成 老 款 高 配 车型 ， 右侧 反光镜 下面 多 了 个 摄像头 看 死角 ， 都 挺 实用 的 配置	配置
外观 和 内饰 都 好 漂亮 ， 喜欢 ！	外观|内饰
天气 冷 了 ， 把 调 温度 的 旋钮 调 到 高温 ， 再 开 的话 ， 空调 就 不会 打开 了	舒适性
想问 你 现在 油耗 还 那么 低 吗 ？ 怎么 开 的 ？ 我 2.0 森 ， 怎么 在 市区 要 12.5 个 油 啊 ？	油耗
品牌 小众 ， 内饰 用料 差 ， 这 两 点 都 与 大多 国人 的 要求 不符 ， 维修 费用 高 （ 虽说 一般 不 坏 ） 。	内饰
昂 科威 内饰 远 看 漂亮 ， 近看 感觉 用料 不好 ， 森林 人 内饰 不 漂亮 ， 但 用料 不错 。	内饰
一楼 正解 ， 根据 各国 国情 配置 的 ， 美国 大 排量 畅销 ， 欧洲 小 排量 带 T ， 等等	配置
没 那么 容易 的 ， 斯巴鲁 全身 有 多少 是 铝 做 的 ， 连 发动机 缸体 都 是 铝 吧	动力
挺 保值 啊 ， 别 卖给 贩子 ， 遇上 合适 的 人 ， 二手 市场 森林 人 价格 都 挺 高 ， 我 看过	价格
�� 他 翻译 的 是 你问 的 那句话 。 这 是 终生 油耗 初始化 的 选项 。 我 很 好奇 旁边 的 乘客 气囊 OFF 是 怎么 亮 的	油耗
咱俩 差不多 啊 ， 一 年 一万 ， 我 的 车 刹车 也 是 头 段 响 ， 4 s 说 换 新的 也 一样	安全性
我 跑 过 70 公里 多 ， 还有 油 ， 我 感觉 这 车表 显 油耗 还是 挺 准 的 ， 没 试 过 表 显 0 还 能 不能 跑 ， 油 格 空 了 表 显 还 能 跑 的	油耗
开 了 几 年 森 了 ， 还是 觉得 舒适 性 和 A 4 L 真 不 一个 级别 ， 森 的 感觉 和 速腾 差不多 。 如果 只是 市区 长年 上下班 ， 我会 选 A 4 L 。	舒适性
20 大几 万 的 车 ， 保养 和 同 价格 的 车 基本上 差不多 ， 不 贵 。	价格
上周 在 4 S 保养 ， 旁边 有 个 车主 自己 换 了 曼 牌 的 空滤 ， 然后 车子 有 时 发动 不 了 ， 换 了 原厂 的 空滤 就 没问题 。 小工 和 我 说 副厂 有 这个 概率 的 ， 就是 感应器 感应 不到 空气 ， 就 不 启动 发动机 。 不知 是 真是 假 ， 给 大家 参考 一下 。	动力
ECU 升级 后 ， 动力 下降 很 明显 ， 用 回 原来 ， 爆震 四 S 仅 为 我 解决 到 此 ， 不要脸 的 说 让 我 起诉 他 ……	动力
额 20 的 森 就是 没 故障 码 也 是 加速 无力 。。。	动力
本田 的 空间 不行 ， crv 的 通过 能力 也 是 。	空间
我 的 开 了 一 年 15000 KM ， 开 空调 时 也 有 这种 感觉 ， 顿挫 感 明显 且 刹车 变软 ， 不好 控制 ， 正在 苦 脑 当中 ， 楼主 解决 了 麻烦 告知 一 声 。	舒适性
就 按 2 w 优惠 … 敢问 这 27 w 上 路 那个 城市 ？	价格
牛逼 牛逼 透 了 ！ 偶尔 拥堵 还 激烈 驾驶 综合 油耗 只有 7.5 ， 服 了 ！ 大哥 你 如果 开 飞度 估计 油耗 会 在 4 左右 徘徊 了	油耗
别 没 毛病 的 话 价格 正常 ， 就是 公里数 不 真实 ，	价格
听说 是 这样 ， 不过 这样 2.0 混 动 动力 跟 2.5 好像 重叠 了 。 估计 很多 人 又 该 纠结 了 。	动力
行驶 半 小时 后 再 原地 怠速 十分 钟 看看 基友 会 不会 过 百 ， 还有 一个 办法 ， 行驶 半 小时 后 ， 找 一 条 车少 的 小路 ， 反复 轻点 油门 和 刹车 ， 油门 下去 时速 保持 在 15 公里 ， 5 - 10 米 一 脚 刹车 ， 反复 这么 操作 模拟 堵车 路段 ， 看看 机油 温度 过 不过 百 ， 路况 好 的 情况下 ， 气温 10 度 以内 ， 即便 没有 机油 冷 ， 我 连 机油 温度 到 90 都 不 容易 到	安全性
冬天 汽车 的 各个 性能 是 比较 滞后 的 ， 因为 这个 温度 的 问题 ， 可以 先 起步 ， 然后 慢速 跑 一两 公里 就 足够 了	操控|动力
配件 是 正常 供应 ， 当然 像 发动机 上 的 配件 各个 经销商 不 一定会 备货 ， 但是 ， 大 库里 或者 厂家 肯定 是 有的 正常 提供 。	动力
就 4 儿子 给 的 优惠 ， 再加 上 车展 订 车 优惠 ， 因为 有 赠送 项 所以 没 办法 具体 算 清楚 ， 个人 感觉 还是 超过 1 W 8 的	价格
现在 玩 不 动 了 ， 之前 在 雨燕 的 时候 发动机 盖 ， 车顶 ， 后备箱 ， 哪 哪 都 玩 过 ， 现在 ， 不 行啦 。	空间|动力
这个 是 中 底 加强 件 ， 最好 配合 井字架 一块 来 加强 车身 中部 刚性	外观
他 是 说 小 森 的 安全性 有 保障	安全性
嗯 ， 国道 省油 王 ， 我 还是 觉得 之前 发 的 那个 通告 里 说 活塞环 刚性 不 强 的 问题 ， 就是 神 钢 造 的 ， 按 设计 来说 不 可能 发生 强度 不 达标 的 问题	油耗
跑出 7 - 8 的 是 FB 发动机 吧 ， EJ 匹配 4 AT 还是 很 费 的 看来 ， 我 现在 冬季 市内 不算 堵也 15	动力
森 的 方向盘 确实 傻 X ， 号称 所谓 的 灵敏 ， 高架 高速 上 真的 需要 一直 微调 。。。 。	操控
建议 网上 搜 下 森林 人 的 白 车身 和 底盘 结构图 ， 再 让 4 s 带着 去 野地 兜 几 圈	外观|操控
用 手机 导航 吧 ， 垃圾 车载 导航 会 把 你 导 大沟 去 ， 个人 亲身 经历	配置
那 这个 价格 还 可以 的 ， 一般 都 是 在 15万 上下	价格
听说 发动机 烧 机油 ， 到底 烧 不 烧 ？	动力
底盘 升起 来 看看 ， 是不是 传动轴 那儿 ？	操控
配件 价格 高 ， 让 很多 人 爱森 又 不 敢 买 。 之前 论坛 都 有 说 过 ， 配件 天价 。 灯 和 挡风 玻璃 最 贵 ， 基本 是 同 等级 合资车 价格 的 三 倍	价格
我 最 关心 的 是 中控 车机 换 了 没有 ？	配置
麻烦 问 下 ， 当时 给 你 最低价 是 14 整 吗	价格
启动 以后 运行 正常 吗 ？ 加速 能 跑起来 吗 ？	动力
18 款 应该 增加 了 鹰眼 系统 和 侧方 摄像头 ， 本人 买 的 16 款 2.5 顶 配 ， 上海 市区 油耗 可以 开 到 7.9 ， 说实话 缺点 是 这个 中控 机头 实在 不 敢 恭维 ， 一直 想 换掉 。	油耗
后窗 除雾 啊 ， 好 吧 ， 没 细 看过 说明书 ， 明天 试试	配置
2.0 的 动力 加强 了 不少	动力
操控 好 的 车比 他 越野 能力差 ， 越野 能力 好 的 比 他 操控 差 。 森林 人 基本 就是 这个 样子 。	操控
冰雪 地 好 一点 ， 但 急 加速 或 急刹车 还是 会 很 滑 。 另外 刹车 也 是 硬伤 ， 不是 雪地胎 的话 ， 最好 留 够 安全 距离 。	安全性
动力 好 ， 好 操 。 注意 吃 机器 问题 ， 后 臂 渗 油 也 要 注意	动力
森林 人 全时 四驱 不是 盖 的 ， 大雨天 很稳 ！ 从 安全 的 角度 上 考虑 我 还是 喜欢 森林 人 ， 毕竟 钱 可以 再 赚 ， 重要 的 是 人 安全	操控|安全性
几 十 公里 的 盘山 也 没啥 反应 ， 就是 机油 温度 高 点 ， 海拔 4000 左右 没啥 事 再 高 我 没 去 过	动力
CX- 5 不是 长安 的 么 ？ 老 的 超维 不 知道 还有 没有 了 ， 好 车 ， 底盘 比 森 扎实 很多 。	操控
自动 启 停 就是 鸡肋 ， 这个 车就 不 该 有 这个 配置 ， 别的 车 都 是 自动 启 停 启动 以后 刹车 辅助 也 跟着 启动 ， 自动 回到 N 档 ， 起步 时候 一 踩 油门 发动机 启动 ， 刹车 自动 解除	配置
12 款 森林 人 2.0 减震器 多少 钱 ？	舒适性
优惠 一 万一 送 贴膜 装甲 脚垫 铁西 庞大	价格
买得 起 森林 人 就 不会 在乎 多 几 万 块钱 的 事 ， 2.5 烧 机油 ， 2.0 省心 自己 看着 办 。	动力
没 区别 ， 动力 不同 配置 差异 而已 。 另外 森林 人 新款 只有 2.0 T 2.0 L 2.5 L 三 种	配置|动力
2.0 的 森林 人 ， 跑 高原 动力 会 不足 吗	动力
可以 的 ， 直接 利用 原 车 中控 当作 显示屏 ， 切换 动作 来自 倒车 、 转向 、 双闪 三 种 信号 。	配置
长城 2 ― 20 全合成 机油 用 起来 也 不错 的 ， 而且 价格 便宜 ！	价格
不 可能 每个 车都 有 egr 。 烧 机油 和 大众 一样 油 环 挂 不 干净	动力
你 的 车行 一千 公里 烧 多少 机油	动力
我 上 一 次 换 了 一 次 安索 的 油 ， 真的 感觉 很差 ， 发动机 噪音 明显 变 大	舒适性
听 老婆 的 吧 。 老婆 满意 ， 生活 才能 和谐 。 两 个 观点 供 您 参考 ： 1.一 分钱 一 分 货 2 . 空间 多 大 是 个 大 呢 ？ 我 193 ， 感觉 森林 人 空间 足够 足够 了 ， 简直 就是 浪费 … 哈哈	空间
我们 这里 ， 优惠 2000 ， 我 呵呵 了	价格
4 s 1 万一 换 自己 网上 买了 自己 换 店 里 价格 太高	价格
我 原厂 刹车 盘 皮上 赛道 被 我 踩 到 热 衰减 冒烟 焦味 弥漫 ， 继续 用 了 4万 公里 才 换掉 。 我 觉得 我 比 你 更 了解 森林 人 的 刹车 。	安全性
2.0 高 配 的 优惠 多少 ？ 你 是 在 无锡 哪 一家 订 的 ？	价格|配置
也 就 降 挡 超车 。 比 你 深 踩 油门 更 快一点 将 挡 更 快一点 加速 超车 而已 。	动力
内饰 第一 ， 也 才 4.3 分 ， 说明 其他 的 车主 对 内饰 比较 在意 ， 反过来 森林 人 的 车主 比较 将就	内饰
那 你 最近 油耗 很高 啊 ， 显示 420 的话 ， 百公里 油耗 13 ~ 14 L 。 我 上 一箱 实测 油耗 7.8 L ， 加满 显示 能 跑 770 。	油耗
森林 人 开 了 快 一万 公里 了 ， 我 是 女生 ， 以前 是 开 起亚 k 2 1.6 的 排量 的 ， 所以 2.0 的 森林 人 我 并 没有 觉得 很 笨重 ， 起步 很 窜 ， 就是 起步 加油 门 的 低 吼声 ， 平时 觉得 还 行 ， 心情 不好 的 时候 觉得 特 烦 ， 70 码 以后 提速 ， 猛 踩 油门 ， 还是 能 感觉到 很给力 ， 最快 开 过 160 ， 感觉 很稳 ， 都 不 觉得 有 160	动力
提 车 一 年 整 的 车主 发来 贺电 ， 2 T 可以 ， 现在 赶脚 动力 还是 不够 用 ， 比如 和 AMG 同时 红绿灯 起步 时 必须 S# ， 起步 也 被 BYD 唐 秒 过 ， 国货 做 得 这么 好 也挺 欣慰 的 。 动力 这 东西 真 不 嫌 多 总 觉得 再 强 一点 就 好 。	动力
https : // www . autohome . com . cn / 285 / 24.48 万元 是 2016 款 时尚 型 的 裸 车 最低 价格 ， 给 你 参考 一下	价格
昂 科威 内饰 上档次 ， 森林 人 操控 和 越野 通过 性 更好 ， 剩下 的 就 看 你 的 需要 了 。	内饰
这个 已经 查到 毛病 ， 三元 催化 有点 堵 了 ， 换 了 前段 之后 立马 恢复 了 以前 的 动力 ， 谢谢	动力
看 你 需求 ， 要 操控 ， 轿车 ， 要 空间 和 高 底盘 就 suv 。 不是 都 说 买 奥迪 毁 一生 嘛 。	操控|空间
同 城 森 友 . 我 用 实际 经历 告诉 你 . 我 加 了 摩 特 5 - 30 机 油 后 . 油耗 增加 . 油门 没有 以前 灵敏 . 油门 变 沉 . 我 又 换回 白 桶 0 - 20 了 . 根据 你 的 情况 个人 建议 用 0 - 20 机油 备 一桶 1 升 装 5 - 30 备用 . 机油 灯 亮 就 加 5 - 30 补充 一下 下次 换 油 还是 0 - 20 冬季 用 0 - 20 主 用 5 - 30 补充 夏天 或 高速 多 5 - 30 主 用	油耗|动力
前面 225 / 55 / 17 后面 225 / 60 / 17 这样 配合 是 不 可以 的 ， 因为 前后 轮胎 直径 不 一样 ， 跑起来 转速比 也 是 不 一样 的 ， 如果 这样 配合 使用 会 损坏 全时 四驱 系统 。	舒适性|操控
轴承 在 块 4 w 公里 坏 了 ， 上 了 60 码 感觉 车后 就 有加 汽油 的 三轮车 发动机 声音	动力
EA 888 发动机 ， 烧 无止境 ！ 如果 是 真 车主 ， 呵呵 打 个 记号 。	动力
变速箱 响应 逻辑 有 问题 ， 明白 吗 仔细 看 看车 评 ， 不是 换 不 换 发动机 的 问题 。	动力
说 的 还 真 差不多 ， 不过 当初 就是 觉得 马自达 的 后排 座椅 角度 不 舒坦 ， 不然 真 就 买了 cx 5	内饰
要 拆掉 里面 座椅 晒太阳 。	内饰
两车 区别 真的 不 大 … 斯巴鲁 的 中级车 底盘 调教 跟 紧凑 没 太大 区别 ！ 不 着急 就 等 新平 台 的 森 ， 要是 今年 买 建议 你 看看 其他 品牌 吧 对比 下	操控
方向盘 左手边 下方 有 三 个 连 在 一起 的 按键 ， 中间 那个 ， 另外 两 个 是 箭头	操控
也 就是 上 个 新平 台 ， 改改 破烂 内饰 ， 加 电子 手刹 carplay 之类 ， 比照 下 xv 就 懂 。	内饰
森林 人 异响 在 这里 都 不是 事儿 了 ， 焊点 开 焊 后 就是 薄钢板 触碰 发出 的 声音 ， 上 4 S 点 对 焊 的 有的 是 。 我 的 也 响 ， 从 五万 公里 开始	舒适性
开 过 小 排量 的 车 的 人 都 知道 ， 开 空调 开车 和 不 开 空调 开 车 动力 表现 可以 差 非常 远 ！ 空调 说白 了 就是 发电机 的 电 而已 ， 开 空调 导致 发电机 需要 全力 工作 ， 因而 可以 吃 到 发动机 十几 二十 匹 马力 是 很 正常 的 事情 ！ 所以 现在 有 很多 车 设计 成深 踩 油门 ， 行车 电脑 会 停掉 发电机 保证 车辆 的 动力 输出 ！ 所以 深 踩 的 时候 后 电压 会 掉 下来 ， 因为 发电机 停 了 ， 原因 就 这么 简单 …… 根本 不能 算 问题 ……	动力|舒适性
对 对 ， 哈哈 ， 现在 价格 优惠 了 ， 划算 呀 。	价格
还有 呢 ， 座椅 没 腰部 支撑 ， 机头 被 强 J ， 车 漆 薄如 ( 诶 克 斯张 ) 蝉翼 ， 小 树枝 ， 茅草 杆 ， 一划 就 留痕 电动 尾 门 ， 开启 等待时间 太 长 足足 3 秒	外观|内饰
在 南方 0 W 30 长期 可以 用 ！ 如果 经常 发动机 高 转速 的话 必须 0 W 30 ！ 对 发动机 好 点 ， 但 油耗 高一 点点 。	油耗|动力
就 加 后面 就 好 座椅 会 平 一些 不会 像 现在 凹 进去 腰 能 立 起来	舒适性
嗯 ， 匹配 和 动力 特性 太 重要 了 。	动力
想 多 了 ， 除非 你 能 提供 发动机 进口 的 正规 发票 ， 并 有 换 发动机 的 足够 理由 ， 不然 ， 交警 那 根本 不能 变更 资料 。 改 车进 把 发动机 号 一齐 改 了 就 好 了 。	动力
2.5 我 怕 烧 机油 ， 打算 2.0 时尚 了	动力
今早 送 人 去 上班 ， 来回 50 公里 ， 一路 急 加速 减速 刹车 的 ， 不 开 空调 ， 国道 油耗 6.6 。 所以 5 升 油耗 是 最 理想 的 状态 ， 基本 不 刹车 。 60 就是 我 的 最 经济 速度	油耗|舒适性|动力|安全性
只有 机油 温度 显示 （ 可调 出来 在 小屏 显示 ） ， 没有 水温表 。	动力
和 你 的 福克斯比 动力 如何 ？ 我 是 1.8 at 福克斯 想 换 森林 人 ， 多谢	动力
可以 设置 的 ， 是不是 碰到 中控 屏 膜 了	配置
嘱咐 给 为 车主 ， 就是 有 个 别 小 修理厂 可能 把 前 差 或 变速箱 螺丝 给 当成 机油 螺丝 放 了 的 ， 最好 提醒 ， 虽然 是 小 概率 事件 ， 但是 为了 避免 麻烦 。	动力
看 了 半天 没 搞 明白 ， 你 在 轮胎 上 装 检测 发射 模块 了 吗 ？	舒适性
你 是 买 的 那种 面板 和 主机 一体 的 ？ 还是 面板 和 主机 分离 的 ？ 配置 怎样 ？ 发 图 看看 吧 给 个 参考	配置
4000 才亮灯 修 毛线 啊 ！ 我 不到 2000 就 亮灯 都 没 修 ！ 后备箱 放 瓶 机油 呗 ！	空间
确实 该 检查 了 ， 油耗 太高 了 ！	油耗
算 了 ， 还 真 找 不到 这 车型 的 导航 ， 大小 有 牌子 的 都 没有 ， 剩下 无 牌子 的 又 不 敢 下手 。 有的 还 不 认得 ， 说 你 这 是 江淮 的 什么 车 ， 搞笑 。	配置
北京 石景山 古城 的 那个 店 ， 丰台 有 一个 也 这个 价格 ！ 置换 还有 4千 补贴 。 车友 们 你们 的 车 现在 启动 声音 大 吗 ？	价格
带 个 行 里 的 朋友 验 验车 ， 10 年 的 好 车况 。 北京 大概 也 要 10万 了 ， 08 - 09 没 注意 价格 。	价格
油耗 还 会 降 的 ， 9 个 不到	油耗
四 楼 图片 ， 在 三角 窗前 面 A 柱 位置 ， A 柱 接 接缝 处 贴 上 密封条 ， 也 会 减少 风 噪 的 。	舒适性
汽车 最重要 的 安全 要素 ， 行车 安全 意识 、 轮胎 、 刹车 。	安全性
你 的 消耗 ， 我 可以 百分百 确定 烧 机油 ， 不 信 上 高速 开 了 2000 公里 试试 ， 特别 是 S 模式 ， 百分百 亮灯	动力
我 基本 是 七千一 保 ， 但 六千 左右 就 感到 发动机 声音 很大 。 拉 出 油 尺 看 那 油 太 稀 了 ， 象 水 一样 。 现在 有点 犹豫 ， 要 不要 还是 五千一 保 。 或者 是 自己 买 机油 ， 深圳 4 S 不 让 自 带 机 油 。 又 不 太 想 在 外面 保 。 小麻烦 。	舒适性
搞好 了 多媒体 蓝牙 连接 选择 的 是 前 置 ... 调 成 全部 都 好 了 ， 害 我 纠结 了 那么久 ， 就 差 换 套 音响 了 ...	舒适性
没事 我 的 伤 比 你 重 都 4 年 了 没 任何 问题 轮胎 没 漏 线 就 没事	舒适性
拍 空调 滤清器 ， 自己 换 吧 ， 一般 一 年 一 换 ， 还要 经常 拆下 来 清理	舒适性
是的 ， 但 速度 110 以上 油耗 会 在 7 以上 且 一直 往 上升 了 。	油耗
2.5 尊贵 老 款 优惠 1.8 左右 只要 26.98 ， 新款 29.98 没 优惠 ， 加上 购置税 保险 ， 真的 差 3万 多	价格
不是 说 烧 机油 还有 什么 地方 漏 油 ？	动力
和 楼主 情况 差不多 ， 主要 上下班 ， 偶尔 可能 跑 个 长途 出去 玩耍 。 同样 纠结 2.0 还是 2.5 ， 去 试驾 的 都 是 2.5 顶 配 的 ， 没 体验 到 2.0 。 很 担心 动力 不足 。 想 听听 车主 们 的 建议	动力
我 去年 11月 提 的 车 2.0 ， 现在 一万 公里 ， 油耗 稳定 在 8.0 到 8.2 ， 偶尔 周末 跑 高速 ， 拉 到 高速 上 遛 一下 就 好 了	油耗
高速 120 或 以上 就 在 8.5 个 油 往 上 了 ， 速度 越快 油耗 越高 。 我 昨天 在 广东 这边 高速 上 跑 ， 这边 限速 100 大概 6 点 几 个 油 。	油耗
油耗 真 高 ， 高速 和 国道 都 过 8 个 油 ， 市区 肯定 过 12 个 油 了	油耗
要 看 税务 那边 的 ， 一般 是 按 发票 价格 ， 如果 发票 价格比 税务 那边 规定 的 最低价 还 低 ， 就 按 税务 的 最低价 来 ！	价格
外观 是 一个 方面 ， 现款 的 魂 动 我 都 觉得 很 漂亮 了 ， 就 怕 通过 性 不好 ， 离 地 间隙 倒 不错 就是 接近角 太小 ， 我 喜欢 摄影 有时 会 跑 烂 路 。	外观
斯巴鲁 价格 确实 不会 出现 很大 幅度 ， 短期 你 优惠 肯定 没有 。	价格
换 H 12 缸 发动机 ， 18 速 手 自 变速箱 ， 后 氮气 推进器 ， 车顶 螺旋桨 等等	动力
你 要 烧 机油 吗 ？ 一 小 桶 柴油 就 够 你 烧 了	动力
就 这 一 堆 外观 件 注定 了 不是 森林 人 的 范	外观
刹车 转向 都 吃力 ， 肯定 磨损 大 一些	安全性
有 信息 没 阅读 ， 看 了 就 消失 了 ， 就是 方向盘 左下方 三 个 连着 的 按键	操控
你 这个 价 就是 不 过户 的 价 ， 如果 给 过户 ， 5.5 这个 价格 基本 是 超值 了	价格
常规 保养 就 行 了 ， 更换 机油 机 滤 。 空气 滤芯 和 空调 滤芯 自己 网购 更换 就 行 了 。 机油 建议 更换 半 合成 机油 就 行 了	舒适性
座椅 是 日本 过来 的 吧 ， 这 调节 把手 在 右侧 ， 为什么 不 找 日 版 副驾驶 那 侧 的 座椅 呢 ？	内饰
你 的 车 什么 情况 ， 什么 价格	价格
最主要 是 本来 的 配置 日本 是 有的 ， 但 到 中国 为什么 连 选 装 都 不行 ， 直接 说 没有 ， 有点 心里 过不去 ， 好像 就是 觉得 小 日本 就是 不想 让 你 用 的 感觉 。	配置
等 你 开 个 2.3 年 ， 就 会 发现 车子 的 动力 不 像 原来 这么 足 了	动力
外观 和 内饰 改动 的 不大 么 ， 外 后视镜 挺 炫 的 ， 不 知道 动力 总成 怎么样	外观|内饰|动力
就 现价 来说 ， 我 愿意 为 多 出 的 三万 买单 ， 毕竟 ， 进口 森林 人 的 安全性 ， 整体 比 合资 好 ， 但 现 问题 是 ， 庞大 垄断 了 后期 维护保养 ， 死 贵还坑 ， 看看 庞大 装 的 中控 屏 就 知道 有 多 黑 了 ，	价格|安全性
我 入 xt 前 对比 过 ， nx 一定 要 入 混 动 ， 混 动 才是雷 家 的 经典 ！ 新 300 价钱 也 降 了 不少 隔音 nx 好些 但 也 不是 好 太多 ， 开 起来 森 爽 ！ nx 优惠 基本 3.5 w 论 底子 nx 还 不如 mkc 建议 你 看看 mkc 底子 虽然 是 翼虎 操控 也好 与 rav 4	价格
我 前天 试 了 一下 ， 安卓 的 可以 用 亿 联 手机 互联 ， 成功 把 手机 投 屏 到 导航 ， 但是 导航 操作 比 手机 感觉 差 多 了	配置
您好 用 什么 发动机 保护剂 好 一些 啊 谢谢	动力
过 湾 开 那 快干 啥 ？ 4 ， 5十 就 行 了 。 弯道 过 了 再 加速 不 迟 ， 咱 又 不是 开 赛车 的 。 反正 我 觉得 这 车 的 操控 很好 了	操控
内饰 和 新 XV 差不多 ， 没有 什么 疑问	内饰
你 之前 开 brz 那么 建议 你 还是 选 xt 。 2.5 的 动力 有点 太弱 鸡 了 。 我 的 2.5 开 了 2 年 6万 公里 ， 现在 肠子 都 青 了 。 抛开 品牌 不 谈 ， xt 的 价格 确实 也 没有 很多 的 性价比 。 三十 大几 万 。 舒适 真的 谈不上 去 试驾 吧 兄弟	动力|价格
我 是 不 准备 等 新平 台 了 ， 但 我们 这里 优惠 才 一万 ， 改 款 后 配置 增加 我 感觉 比 优惠 合适 ， 现在 就 等 改 款 实 车 到 店 了 。	价格
森林 人 和 昂克 赛拉并 排放 ， 森林 人 的 机 盖只比 昂克 赛 拉高 了 大约 2 cm ， 发动机 重心 低 ， 安装 高度 低 所以 转账 侧倾 少 。 这 是 好 开 的 主要 原因 ， 不 评论 其他 方面 的 调教 。 就 这 一点 ， 我 就 敢说 森林 人 不比 其他 差	动力
我 的 油耗 特别 高 达到 16 个 。 喷油量 过量 ， 是不是 前 氧 中毒 反馈 不 准确 的 原因 ？	油耗
什么 时候 到位 ？ 这 不 就是 现款 16 ， 17 款 嘛 。 这 款 应该 是 2.5 低 配 ， 价格 自己 查	价格
这个 看楼 主 的 需求 吧 ， 如果 是 喜欢 老 款 也 是 可以 买 的 。 而且 现在 的 优惠 相对 大 些 。	价格
动力 不是 看 数据 的 ， 是 看 发动机 和 变速箱 匹配 的 ， 你 开开 森 你 就 知道 了	动力
额 ， 我 当时 是 想 买 宝马 318 的 ， 我 女生 ， 个子 不 高 ， 就是 觉得 森林 人 视野 好 ， 买了 ， 现在 也 觉得 有点 后悔 ， 应该 买 a 180 奔驰 的 ， 森林 人 操控 ， 视野 ， 空间 都 很 满意 ， 就是 一个 隔音 ， 胎 噪 件 15万 的 车都 不如 。 听 着 心烦	操控|舒适性|空间
空调 发动机 是 电 带动 的 ， 不是 汽车 发动机 带动 的 ， 发动机 关 了 ， 空 调用 的 蓄电池 的 电 。	舒适性|动力
楼主 ， 你 的 2.5 豪华 ， 市区 开 空调 ， 油耗 在 12 个 左右 是 很 正常 的 ， 油耗 主要 与 个人 驾驶 习惯 和 日常 行驶 的 路线 有 很大 的 关系 。	油耗
不是 电流声 ， 是 空调 风机 扇 叶 转动 的 声音 ～	舒适性
汽车 之 家 官网 主页 右 则 第 八 个 按钮 是 卖车 估值 ， 你 简单 输入 车辆 信息 就 可以 估算 出 车辆 价格 ， 您 可以 作为 参考 ， 最后 的 成交 价格 还 得 看 买卖 双方 具体 谈到 什么 程度 ！	价格
我 有 一 台 16 年 12月 上 牌 的 2.5 豪华 导航 版	配置
这个 就 厉害 了 ， 能 不能 弄 个 模块 接到 原 车 导航 上 ？	配置
我 也 是 2.0 ， 开 一 年 了 ， 够用 了 。 动力 再 大 ， 舍不得 踩 ， 也 是 浪费	动力
后备箱 响 ， 找遍 了 也 不 知道 什么 原因 ， 这 有 两 个 月 了 没 再 响 过	空间
超过 3 年 以上 的 车子 最好 用 南方 用 5 W 30 或 5 W 40 。 如果 继续 用 0 W 肯定 烧 机油	动力
哈哈 哈哈 ， 看来 隔音 和 BRZ 一个 毛病 啊 ， 无解 ， 不过 不 太 追求 舒适 性 ， 这个 可以 忍 。 另外 问 一下 ， 从 坐姿 看 ， 开 长途 会 很 辛苦 吗 ？	舒适性
